"municipality","votes","parties","file","prefecture"
"金 武 町",1020,"公明党","九州選挙区.xlsx","沖縄県"
"金 武 町",236,"参政党","九州選挙区.xlsx","沖縄県"
"金 武 町",4394.999,"得票数計","九州選挙区.xlsx","沖縄県"
"伊 江 村",107,"日本共産党","九州選挙区.xlsx","沖縄県"
"伊 江 村",137,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"伊 江 村",329.314,"立憲民主党","九州選挙区.xlsx","沖縄県"
"伊 江 村",56.685,"国民民主党","九州選挙区.xlsx","沖縄県"
"伊 江 村",63,"日本維新の会","九州選挙区.xlsx","沖縄県"
"伊 江 村",41,"社会民主党","九州選挙区.xlsx","沖縄県"
"伊 江 村",531,"自由民主党","九州選挙区.xlsx","沖縄県"
"伊 江 村",416,"公明党","九州選挙区.xlsx","沖縄県"
"伊 江 村",60,"参政党","九州選挙区.xlsx","沖縄県"
"伊 江 村",1740.999,"得票数計","九州選挙区.xlsx","沖縄県"
"読 谷 村",884,"日本共産党","九州選挙区.xlsx","沖縄県"
"読 谷 村",2034,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"読 谷 村",2248.799,"立憲民主党","九州選挙区.xlsx","沖縄県"
"読 谷 村",951.2,"国民民主党","九州選挙区.xlsx","沖縄県"
"読 谷 村",904,"日本維新の会","九州選挙区.xlsx","沖縄県"
"読 谷 村",2882,"社会民主党","九州選挙区.xlsx","沖縄県"
"読 谷 村",2680,"自由民主党","九州選挙区.xlsx","沖縄県"
"読 谷 村",1918,"公明党","九州選挙区.xlsx","沖縄県"
"読 谷 村",1010,"参政党","九州選挙区.xlsx","沖縄県"
"読 谷 村",15511.999,"得票数計","九州選挙区.xlsx","沖縄県"
"嘉手納町",205,"日本共産党","九州選挙区.xlsx","沖縄県"
"嘉手納町",533,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"嘉手納町",625.48,"立憲民主党","九州選挙区.xlsx","沖縄県"
"嘉手納町",360.519,"国民民主党","九州選挙区.xlsx","沖縄県"
"嘉手納町",272,"日本維新の会","九州選挙区.xlsx","沖縄県"
"嘉手納町",781,"社会民主党","九州選挙区.xlsx","沖縄県"
"嘉手納町",1154,"自由民主党","九州選挙区.xlsx","沖縄県"
"嘉手納町",827,"公明党","九州選挙区.xlsx","沖縄県"
"嘉手納町",285,"参政党","九州選挙区.xlsx","沖縄県"
"嘉手納町",5042.999,"得票数計","九州選挙区.xlsx","沖縄県"
"北 谷 町",592,"日本共産党","九州選挙区.xlsx","沖縄県"
"北 谷 町",1187,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"北 谷 町",1651.683,"立憲民主党","九州選挙区.xlsx","沖縄県"
"北 谷 町",774.316,"国民民主党","九州選挙区.xlsx","沖縄県"
"北 谷 町",720,"日本維新の会","九州選挙区.xlsx","沖縄県"
"北 谷 町",1752,"社会民主党","九州選挙区.xlsx","沖縄県"
"北 谷 町",1907,"自由民主党","九州選挙区.xlsx","沖縄県"
"北 谷 町",1203,"公明党","九州選挙区.xlsx","沖縄県"
"北 谷 町",623,"参政党","九州選挙区.xlsx","沖縄県"
"北 谷 町",10409.999,"得票数計","九州選挙区.xlsx","沖縄県"
"北中城村",369,"日本共産党","九州選挙区.xlsx","沖縄県"
"北中城村",911,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"北中城村",1075.879,"立憲民主党","九州選挙区.xlsx","沖縄県"
"北中城村",475.12,"国民民主党","九州選挙区.xlsx","沖縄県"
"北中城村",417,"日本維新の会","九州選挙区.xlsx","沖縄県"
"北中城村",1636,"社会民主党","九州選挙区.xlsx","沖縄県"
"北中城村",1192,"自由民主党","九州選挙区.xlsx","沖縄県"
"北中城村",767,"公明党","九州選挙区.xlsx","沖縄県"
"北中城村",425,"参政党","九州選挙区.xlsx","沖縄県"
"北中城村",7267.999,"得票数計","九州選挙区.xlsx","沖縄県"
"中 城 村",475,"日本共産党","九州選挙区.xlsx","沖縄県"
"中 城 村",1074,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"中 城 村",1300.478,"立憲民主党","九州選挙区.xlsx","沖縄県"
"中 城 村",866.5209999999998,"国民民主党","九州選挙区.xlsx","沖縄県"
"中 城 村",651,"日本維新の会","九州選挙区.xlsx","沖縄県"
"中 城 村",1495,"社会民主党","九州選挙区.xlsx","沖縄県"
"中 城 村",1662,"自由民主党","九州選挙区.xlsx","沖縄県"
"中 城 村",1098,"公明党","九州選挙区.xlsx","沖縄県"
"中 城 村",513,"参政党","九州選挙区.xlsx","沖縄県"
"中 城 村",9134.999,"得票数計","九州選挙区.xlsx","沖縄県"
"西 原 町",1068,"日本共産党","九州選挙区.xlsx","沖縄県"
"西 原 町",1484,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"西 原 町",2249.488,"立憲民主党","九州選挙区.xlsx","沖縄県"
"西 原 町",1057.511,"国民民主党","九州選挙区.xlsx","沖縄県"
"西 原 町",1002,"日本維新の会","九州選挙区.xlsx","沖縄県"
"西 原 町",2467,"社会民主党","九州選挙区.xlsx","沖縄県"
"西 原 町",2444,"自由民主党","九州選挙区.xlsx","沖縄県"
"西 原 町",1807,"公明党","九州選挙区.xlsx","沖縄県"
"西 原 町",753,"参政党","九州選挙区.xlsx","沖縄県"
"西 原 町",14331.999,"得票数計","九州選挙区.xlsx","沖縄県"
"与那原町",650,"日本共産党","九州選挙区.xlsx","沖縄県"
"与那原町",984,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"与那原町",1493.987,"立憲民主党","九州選挙区.xlsx","沖縄県"
"与那原町",546.012,"国民民主党","九州選挙区.xlsx","沖縄県"
"与那原町",523,"日本維新の会","九州選挙区.xlsx","沖縄県"
"与那原町",398,"社会民主党","九州選挙区.xlsx","沖縄県"
"与那原町",1450,"自由民主党","九州選挙区.xlsx","沖縄県"
"与那原町",1191,"公明党","九州選挙区.xlsx","沖縄県"
"与那原町",292,"参政党","九州選挙区.xlsx","沖縄県"
"与那原町",7527.999,"得票数計","九州選挙区.xlsx","沖縄県"
"南風原町",1298,"日本共産党","九州選挙区.xlsx","沖縄県"
"南風原町",2316,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"南風原町",3315.388,"立憲民主党","九州選挙区.xlsx","沖縄県"
"南風原町",1105.611,"国民民主党","九州選挙区.xlsx","沖縄県"
"南風原町",1212,"日本維新の会","九州選挙区.xlsx","沖縄県"
"南風原町",902,"社会民主党","九州選挙区.xlsx","沖縄県"
"南風原町",2925,"自由民主党","九州選挙区.xlsx","沖縄県"
"南風原町",2283,"公明党","九州選挙区.xlsx","沖縄県"
"南風原町",623,"参政党","九州選挙区.xlsx","沖縄県"
"南風原町",15979.999,"得票数計","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",33,"日本共産党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",39,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",48.571,"立憲民主党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",19.428,"国民民主党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",22,"日本維新の会","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",8,"社会民主党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",87,"自由民主党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",111,"公明党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",12,"参政党","九州選挙区.xlsx","沖縄県"
"渡嘉敷村",379.999,"得票数計","九州選挙区.xlsx","沖縄県"
"座間味村",39,"日本共産党","九州選挙区.xlsx","沖縄県"
"座間味村",53,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"座間味村",84.88,"立憲民主党","九州選挙区.xlsx","沖縄県"
"座間味村",30.119,"国民民主党","九州選挙区.xlsx","沖縄県"
"座間味村",34,"日本維新の会","九州選挙区.xlsx","沖縄県"
"座間味村",14,"社会民主党","九州選挙区.xlsx","沖縄県"
"座間味村",79,"自由民主党","九州選挙区.xlsx","沖縄県"
"座間味村",140,"公明党","九州選挙区.xlsx","沖縄県"
"座間味村",24,"参政党","九州選挙区.xlsx","沖縄県"
"座間味村",497.999,"得票数計","九州選挙区.xlsx","沖縄県"
"粟国村",26,"日本共産党","九州選挙区.xlsx","沖縄県"
"粟国村",42,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"粟国村",40.471,"立憲民主党","九州選挙区.xlsx","沖縄県"
"粟国村",24.528,"国民民主党","九州選挙区.xlsx","沖縄県"
"粟国村",21,"日本維新の会","九州選挙区.xlsx","沖縄県"
"粟国村",8,"社会民主党","九州選挙区.xlsx","沖縄県"
"粟国村",89,"自由民主党","九州選挙区.xlsx","沖縄県"
"粟国村",26,"公明党","九州選挙区.xlsx","沖縄県"
"粟国村",9,"参政党","九州選挙区.xlsx","沖縄県"
"粟国村",285.999,"得票数計","九州選挙区.xlsx","沖縄県"
"渡名喜村",27,"日本共産党","九州選挙区.xlsx","沖縄県"
"渡名喜村",9,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"渡名喜村",9.333,"立憲民主党","九州選挙区.xlsx","沖縄県"
"渡名喜村",6.666,"国民民主党","九州選挙区.xlsx","沖縄県"
"渡名喜村",1,"日本維新の会","九州選挙区.xlsx","沖縄県"
"渡名喜村",8,"社会民主党","九州選挙区.xlsx","沖縄県"
"渡名喜村",54,"自由民主党","九州選挙区.xlsx","沖縄県"
"渡名喜村",34,"公明党","九州選挙区.xlsx","沖縄県"
"渡名喜村",1,"参政党","九州選挙区.xlsx","沖縄県"
"渡名喜村",149.999,"得票数計","九州選挙区.xlsx","沖縄県"
"南大東村",42,"日本共産党","九州選挙区.xlsx","沖縄県"
"南大東村",33,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"南大東村",62.657,"立憲民主党","九州選挙区.xlsx","沖縄県"
"南大東村",39.342,"国民民主党","九州選挙区.xlsx","沖縄県"
"南大東村",15,"日本維新の会","九州選挙区.xlsx","沖縄県"
"南大東村",18,"社会民主党","九州選挙区.xlsx","沖縄県"
"南大東村",101,"自由民主党","九州選挙区.xlsx","沖縄県"
"南大東村",249,"公明党","九州選挙区.xlsx","沖縄県"
"南大東村",16,"参政党","九州選挙区.xlsx","沖縄県"
"南大東村",575.999,"得票数計","九州選挙区.xlsx","沖縄県"
"北大東村",3,"日本共産党","九州選挙区.xlsx","沖縄県"
"北大東村",24,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"北大東村",24.181,"立憲民主党","九州選挙区.xlsx","沖縄県"
"北大東村",13.818,"国民民主党","九州選挙区.xlsx","沖縄県"
"北大東村",9,"日本維新の会","九州選挙区.xlsx","沖縄県"
"北大東村",7,"社会民主党","九州選挙区.xlsx","沖縄県"
"北大東村",87,"自由民主党","九州選挙区.xlsx","沖縄県"
"北大東村",106,"公明党","九州選挙区.xlsx","沖縄県"
"北大東村",12,"参政党","九州選挙区.xlsx","沖縄県"
"北大東村",285.999,"得票数計","九州選挙区.xlsx","沖縄県"
"伊平屋村",35,"日本共産党","九州選挙区.xlsx","沖縄県"
"伊平屋村",46,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"伊平屋村",88.391,"立憲民主党","九州選挙区.xlsx","沖縄県"
"伊平屋村",18.608,"国民民主党","九州選挙区.xlsx","沖縄県"
"伊平屋村",26,"日本維新の会","九州選挙区.xlsx","沖縄県"
"伊平屋村",13,"社会民主党","九州選挙区.xlsx","沖縄県"
"伊平屋村",169,"自由民主党","九州選挙区.xlsx","沖縄県"
"伊平屋村",182,"公明党","九州選挙区.xlsx","沖縄県"
"伊平屋村",17,"参政党","九州選挙区.xlsx","沖縄県"
"伊平屋村",594.999,"得票数計","九州選挙区.xlsx","沖縄県"
"伊是名村",20,"日本共産党","九州選挙区.xlsx","沖縄県"
"伊是名村",39,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"伊是名村",82.866,"立憲民主党","九州選挙区.xlsx","沖縄県"
"伊是名村",30.133,"国民民主党","九州選挙区.xlsx","沖縄県"
"伊是名村",33,"日本維新の会","九州選挙区.xlsx","沖縄県"
"伊是名村",17,"社会民主党","九州選挙区.xlsx","沖縄県"
"伊是名村",173,"自由民主党","九州選挙区.xlsx","沖縄県"
"伊是名村",214,"公明党","九州選挙区.xlsx","沖縄県"
"伊是名村",16,"参政党","九州選挙区.xlsx","沖縄県"
"伊是名村",624.999,"得票数計","九州選挙区.xlsx","沖縄県"
"久米島町",269,"日本共産党","九州選挙区.xlsx","沖縄県"
"久米島町",284,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"久米島町",490.777,"立憲民主党","九州選挙区.xlsx","沖縄県"
"久米島町",140.222,"国民民主党","九州選挙区.xlsx","沖縄県"
"久米島町",175,"日本維新の会","九州選挙区.xlsx","沖縄県"
"久米島町",161,"社会民主党","九州選挙区.xlsx","沖縄県"
"久米島町",605,"自由民主党","九州選挙区.xlsx","沖縄県"
"久米島町",691,"公明党","九州選挙区.xlsx","沖縄県"
"久米島町",94,"参政党","九州選挙区.xlsx","沖縄県"
"久米島町",2909.999,"得票数計","九州選挙区.xlsx","沖縄県"
"八重瀬町",1111,"日本共産党","九州選挙区.xlsx","沖縄県"
"八重瀬町",1858,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"八重瀬町",2612.348,"立憲民主党","九州選挙区.xlsx","沖縄県"
"八重瀬町",773.6509999999998,"国民民主党","九州選挙区.xlsx","沖縄県"
"八重瀬町",848,"日本維新の会","九州選挙区.xlsx","沖縄県"
"八重瀬町",589,"社会民主党","九州選挙区.xlsx","沖縄県"
"八重瀬町",2462,"自由民主党","九州選挙区.xlsx","沖縄県"
"八重瀬町",2109,"公明党","九州選挙区.xlsx","沖縄県"
"八重瀬町",459,"参政党","九州選挙区.xlsx","沖縄県"
"八重瀬町",12821.999,"得票数計","九州選挙区.xlsx","沖縄県"
"多良間村",8,"日本共産党","九州選挙区.xlsx","沖縄県"
"多良間村",34,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"多良間村",52.476,"立憲民主党","九州選挙区.xlsx","沖縄県"
"多良間村",5.523,"国民民主党","九州選挙区.xlsx","沖縄県"
"多良間村",20,"日本維新の会","九州選挙区.xlsx","沖縄県"
"多良間村",7,"社会民主党","九州選挙区.xlsx","沖縄県"
"多良間村",105,"自由民主党","九州選挙区.xlsx","沖縄県"
"多良間村",192,"公明党","九州選挙区.xlsx","沖縄県"
"多良間村",7,"参政党","九州選挙区.xlsx","沖縄県"
"多良間村",430.999,"得票数計","九州選挙区.xlsx","沖縄県"
"竹 富 町",156,"日本共産党","九州選挙区.xlsx","沖縄県"
"竹 富 町",344,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"竹 富 町",301.314,"立憲民主党","九州選挙区.xlsx","沖縄県"
"竹 富 町",116.685,"国民民主党","九州選挙区.xlsx","沖縄県"
"竹 富 町",121,"日本維新の会","九州選挙区.xlsx","沖縄県"
"竹 富 町",70,"社会民主党","九州選挙区.xlsx","沖縄県"
"竹 富 町",390,"自由民主党","九州選挙区.xlsx","沖縄県"
"竹 富 町",519,"公明党","九州選挙区.xlsx","沖縄県"
"竹 富 町",78,"参政党","九州選挙区.xlsx","沖縄県"
"竹 富 町",2095.999,"得票数計","九州選挙区.xlsx","沖縄県"
"与那国町",33,"日本共産党","九州選挙区.xlsx","沖縄県"
"与那国町",87,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"与那国町",79.545,"立憲民主党","九州選挙区.xlsx","沖縄県"
"与那国町",45.454,"国民民主党","九州選挙区.xlsx","沖縄県"
"与那国町",32,"日本維新の会","九州選挙区.xlsx","沖縄県"
"与那国町",36,"社会民主党","九州選挙区.xlsx","沖縄県"
"与那国町",308,"自由民主党","九州選挙区.xlsx","沖縄県"
"与那国町",167,"公明党","九州選挙区.xlsx","沖縄県"
"与那国町",38,"参政党","九州選挙区.xlsx","沖縄県"
"与那国町",825.999,"得票数計","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",46645,"日本共産党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",68181,"れいわ新選組","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",98432.785,"立憲民主党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",39174.17399999999,"国民民主党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",33583,"日本維新の会","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",45876,"社会民主党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",109657,"自由民主党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",95707,"公明党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",28377,"参政党","九州選挙区.xlsx","沖縄県"
"沖縄県 合計",565632.9589999996,"得票数計","九州選挙区.xlsx","沖縄県"
"札幌市中央区",6661,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市中央区",27191,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市中央区",8232,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市中央区",4940,"参政党","北海道選挙区.xlsx","北海道"
"札幌市中央区",1253,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市中央区",1642,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市中央区",7642,"公明党","北海道選挙区.xlsx","北海道"
"札幌市中央区",4420,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市中央区",7893,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市中央区",13867.048,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市中央区",32151.951,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市中央区",115892.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",203,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",905,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",154,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",124,"参政党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",31,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",65,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",158,"公明党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",127,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",246,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",518.106,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",915.893,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第１区",3446.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",7534,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",26553,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",9631,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",3412,"参政党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",1055,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",1708,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",12884,"公明党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",3644,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",10635,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",13025.199,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",34045.8,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市北区第２区",124126.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市東区",7314,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市東区",24544,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市東区",8822,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市東区",3137,"参政党","北海道選挙区.xlsx","北海道"
"札幌市東区",1057,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市東区",1441,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市東区",11986,"公明党","北海道選挙区.xlsx","北海道"
"札幌市東区",3259,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市東区",11348,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市東区",12096.998,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市東区",28462.001,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市東区",113466.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",4933,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",17477,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",7059,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",2287,"参政党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",875,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",1091,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",9579,"公明党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",2483,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",7025,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",9665.746,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",21390.253,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第３区",83864.99899999998,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",335,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",1707,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",654,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",168,"参政党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",74,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",92,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",1217,"公明党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",214,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",709,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",641.041,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",2435.958,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市白石区第５区",8246.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市厚別区",2842,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市厚別区",14697,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",3979,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市厚別区",1490,"参政党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",511,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市厚別区",871,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",6260,"公明党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",1827,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",4945,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",6012.261,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",21622.738,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市厚別区",65056.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市豊平区",6081,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市豊平区",24100,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",8014,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市豊平区",3100,"参政党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",1158,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市豊平区",1426,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",9567,"公明党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",3228,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",7279,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",12592.784,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",28852.215,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市豊平区",105397.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市清田区",2804,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市清田区",12306,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市清田区",3682,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市清田区",1268,"参政党","北海道選挙区.xlsx","北海道"
"札幌市清田区",423,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市清田区",615,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市清田区",6106,"公明党","北海道選挙区.xlsx","北海道"
"札幌市清田区",1514,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市清田区",3693,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市清田区",4643.225,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市清田区",16336.774,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市清田区",53390.999,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市南区",3131,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市南区",17373,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市南区",4443,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市南区",2285,"参政党","北海道選挙区.xlsx","北海道"
"札幌市南区",528,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市南区",861,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市南区",6476,"公明党","北海道選挙区.xlsx","北海道"
"札幌市南区",2066,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市南区",4967,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市南区",5182.313,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市南区",19084.686,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市南区",66396.99900000001,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",3566,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",15072,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",4712,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",2505,"参政党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",623,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",913,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",5432,"公明党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",1950,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",4932,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",7056.156,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",20037.843,"立憲民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第１区",66798.99900000001,"得票数計","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",1794,"日本維新の会","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",9037,"自由民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",2831,"れいわ新選組","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",1121,"参政党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",370,"安楽死制度を考える会","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",493,"社会民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",3479,"公明党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",1045,"日本保守党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",2768,"日本共産党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",4476.163,"国民民主党","北海道選挙区.xlsx","北海道"
"札幌市西区第４区",11818.836,"立憲民主党","北海道選挙区.xlsx","北海道"
